date,crise financeira,crise econômica,crise brasil,colapso econômico,recessão,recessão brasil,depressão econômica,crash financeiro,pânico financeiro,instabilidade econômica,turbulência econômica,caos econômico,desastre econômico,catástrofe financeira,crise sistêmica,queda bolsa,queda ibovespa,crash bolsa,derretimento bolsa,sangria bolsa,desabamento ibovespa,volatilidade bolsa,pânico bolsa,sell off brasil,bear market,mercado baixista,correção mercado,circuit breaker,circuit breaker b3,pregão suspenso,ibovespa despenca,bolsa desaba,bolsa cai,crise bancária,corrida bancária,banco quebra,inadimplência,calote,crédito escasso,credit crunch brasil,falta crédito,aperto crédito,spread bancário alto,juros altos,crédito caro,risco default brasil,default brasil,calote governo,dívida pública brasil,rombo fiscal,déficit fiscal,rebaixamento rating,rating brasil rebaixado,moody's brasil,fitch brasil,s&p brasil rebaixamento,risco soberano,embi brasil,risco país brasil,dólar dispara,dólar sobe,dólar alto,desvalorização real,real fraco,real desvaloriza,fuga capitais,fuga dólares,especulação cambial,crise cambial,ataque especulativo,câmbio brasil crise,impeachment brasil,crise política brasil,instabilidade política,escândalo corrupção,lava jato,petrobras escândalo,incerteza política,reforma previdência,reforma tributária,greve geral,protestos brasil,inflação brasil alta,inflação alta,hiperinflação brasil,desemprego brasil alto,desemprego alto,pib brasil cai,recessão técnica brasil,crescimento negativo,queda pib,selic alta,copom aumenta juros,juros brasil alto,vender ações agora,hora de vender,mercado vai cair,proteção investimentos,como proteger carteira,sair da bolsa,medo mercado,pessimismo bolsa,investidores pessimistas,fuga investidores
2023-11-01,2,5,10,0,3,20,9,0,0,14,0,0,0,0,0,7,1,2,0,1,0,0,0,0,7,0,2,3,0,0,0,0,55,0,0,2,25,12,0,0,57,0,0,43,0,0,2,0,7,7,28,0,0,5,9,0,0,0,26,0,0,9,12,5,0,0,0,0,0,0,0,3,2,1,1,18,0,0,1,16,1,0,0,0,0,0,11,0,0,18,10,12,0,0,0,35,0,15,4,42,15,0,0,0
2023-12-01,1,2,5,0,2,14,5,0,0,12,0,0,0,0,0,5,1,1,0,0,0,0,6,0,8,0,1,3,0,0,0,0,53,0,0,3,19,14,0,0,43,0,0,32,0,0,0,1,8,5,22,0,7,0,9,0,0,0,11,0,7,10,14,0,0,0,0,0,0,0,0,2,1,0,1,21,0,0,1,17,0,0,0,0,0,0,11,6,0,13,7,15,0,0,0,30,0,0,5,42,20,0,0,0
2024-01-01,1,1,3,0,1,13,0,0,0,6,0,0,0,0,0,9,3,0,0,0,0,0,0,0,8,0,1,3,0,0,0,0,46,0,0,3,22,13,0,0,37,0,0,26,10,0,2,1,7,5,19,0,0,0,8,0,0,0,0,0,0,6,8,10,0,0,0,0,0,0,0,1,0,0,1,20,0,0,1,4,1,0,0,0,0,0,5,0,0,5,0,8,0,0,0,40,6,0,0,34,16,0,0,0
2024-02-01,2,2,7,0,2,9,8,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,7,0,1,4,0,0,0,0,50,0,0,3,21,11,0,0,46,0,0,26,9,0,2,3,8,4,10,0,0,0,8,0,0,0,17,0,0,7,11,7,0,0,0,0,0,0,0,10,1,0,1,20,0,0,1,3,0,0,0,0,0,0,8,0,0,16,5,12,0,0,0,46,0,6,0,46,15,0,0,0
2024-03-01,3,4,9,0,2,14,5,0,0,11,0,0,0,0,0,9,1,2,0,0,0,0,0,0,10,0,1,4,0,0,0,0,46,0,0,3,23,11,0,0,46,0,0,29,12,0,1,2,4,14,7,0,0,0,7,0,0,0,22,0,0,5,27,8,6,0,0,0,0,0,0,2,1,1,1,20,0,0,1,3,0,0,0,0,0,0,11,0,0,14,7,8,0,0,0,52,5,13,0,42,20,0,0,0
2024-04-01,3,5,10,0,3,14,19,0,0,13,0,0,0,0,0,15,2,3,0,0,0,0,0,0,8,0,1,3,0,0,0,0,52,0,0,3,27,11,0,0,59,0,0,35,6,0,2,0,8,5,19,0,0,0,19,0,13,0,30,0,7,17,47,11,46,0,0,0,0,0,0,1,1,1,1,25,0,0,1,5,1,0,0,0,0,0,10,0,0,22,7,10,0,0,0,44,0,11,0,41,13,0,0,0
2024-05-01,2,5,11,0,2,13,16,0,0,13,0,0,22,0,0,12,1,3,0,0,0,5,5,0,7,0,1,3,0,0,0,0,51,0,0,3,24,14,0,0,51,0,0,33,6,0,3,3,6,14,10,0,0,12,14,0,0,0,54,0,6,10,20,8,0,0,0,0,0,0,0,1,2,1,1,29,0,0,1,4,0,0,0,0,0,0,5,0,0,21,8,10,0,0,0,46,5,15,10,35,13,0,0,0
2024-06-01,3,8,13,0,3,12,28,0,0,18,0,20,23,0,22,15,3,3,0,0,0,6,0,0,15,0,3,3,0,0,0,0,46,0,0,3,25,12,0,0,58,0,7,52,12,0,2,2,9,15,16,0,0,0,13,0,0,10,70,18,8,22,55,8,16,0,0,0,10,0,0,1,4,1,1,28,0,0,1,3,1,0,0,0,0,5,16,0,0,39,13,21,0,6,0,44,6,36,10,33,32,0,0,0
2024-07-01,1,3,6,0,2,5,10,0,0,9,0,0,0,0,0,8,1,1,0,0,0,0,0,0,13,0,1,3,0,0,0,0,54,0,0,3,21,13,0,0,40,0,0,38,12,0,2,2,5,9,16,0,0,0,9,0,0,0,21,0,10,20,41,7,7,0,0,0,0,0,0,1,1,0,1,26,0,0,1,13,0,0,0,0,0,0,8,0,0,12,6,14,0,0,0,41,0,31,0,35,18,0,0,0
2024-08-01,2,6,10,0,6,13,14,0,0,19,0,0,0,0,0,17,2,5,0,0,0,0,0,0,12,0,2,12,0,0,0,0,54,0,0,3,24,12,0,0,53,0,0,39,8,0,2,0,7,9,10,0,0,0,10,0,0,0,33,0,5,14,26,8,0,0,0,0,0,0,0,2,2,1,4,31,0,0,1,5,0,0,0,0,0,0,8,0,0,29,8,19,0,0,0,52,0,20,0,44,40,0,0,0
2024-09-01,3,8,13,0,3,14,18,0,0,26,0,0,0,0,0,12,1,2,0,0,0,0,0,0,8,0,2,4,0,0,0,0,51,0,0,3,25,11,0,0,67,0,0,64,8,0,0,0,11,24,20,0,0,0,11,0,0,0,42,0,0,8,22,6,0,0,0,0,0,0,0,4,3,2,2,32,0,0,1,4,0,0,0,0,0,0,9,0,0,33,8,52,0,3,0,47,5,23,6,40,33,0,0,0
2024-10-01,2,5,10,0,2,11,15,0,0,21,0,0,0,0,0,8,1,2,0,0,0,0,0,0,6,0,2,3,0,0,0,0,64,0,0,4,26,14,0,0,54,0,0,49,6,0,1,2,10,9,12,0,0,33,18,0,0,0,53,0,5,12,28,6,0,0,0,0,0,0,0,2,2,1,1,27,0,0,1,4,0,0,0,0,0,0,11,0,0,24,6,24,0,3,0,43,8,25,5,34,31,0,0,0
2024-11-01,2,5,11,0,2,12,13,0,0,27,0,0,0,0,0,8,1,2,0,0,0,7,0,0,14,0,3,4,0,0,0,0,66,0,0,3,27,11,0,0,62,0,0,51,7,0,0,0,15,13,27,0,0,8,9,0,0,0,67,18,21,63,48,9,12,0,0,0,0,0,0,2,2,1,1,26,0,0,1,4,0,0,0,0,0,6,13,5,0,25,6,47,0,0,0,52,0,32,0,54,40,0,0,0
2024-12-01,2,3,7,0,3,16,7,0,0,19,0,23,0,0,0,11,2,2,0,0,0,0,0,0,17,0,1,8,0,0,0,0,70,0,0,3,23,15,0,0,53,0,0,70,0,0,3,3,19,7,34,0,0,0,9,0,0,0,19,11,29,100,82,9,16,0,0,0,10,58,0,2,1,1,0,38,0,0,1,10,0,0,0,0,0,0,7,0,0,9,4,100,0,4,0,51,6,13,0,40,19,0,0,0
2025-01-01,1,1,4,0,2,21,0,0,0,5,0,0,0,0,0,10,2,0,0,0,0,0,0,0,23,0,1,5,0,0,0,0,72,0,0,2,28,14,0,0,42,0,0,64,8,0,2,0,15,11,28,0,0,0,6,0,0,0,12,0,13,33,60,6,0,0,0,0,0,0,0,4,1,0,0,28,0,0,1,9,0,0,0,0,0,0,5,0,0,7,3,81,0,0,0,36,6,9,5,53,19,0,0,0
2025-02-01,2,2,7,0,6,55,0,0,0,21,0,0,0,0,0,7,2,0,0,0,0,0,0,0,17,0,1,5,0,0,0,0,57,0,0,2,28,12,0,0,70,0,0,48,0,0,0,0,12,11,20,0,0,0,9,0,0,0,25,0,0,12,34,8,0,0,0,0,0,0,0,2,1,0,1,22,0,0,1,6,0,0,0,0,0,0,9,0,0,20,9,44,0,4,0,42,0,15,0,45,27,0,0,0
2025-03-01,3,4,10,0,5,25,10,0,0,32,0,0,0,0,0,9,1,2,0,0,0,0,0,0,26,0,2,4,0,0,0,0,73,0,0,3,27,11,0,0,58,0,0,68,11,0,2,0,10,2,7,0,0,0,6,0,0,0,35,0,5,8,42,7,0,0,0,9,0,0,0,1,2,1,1,22,0,0,1,5,0,0,0,0,0,0,9,0,0,31,8,94,0,4,0,41,8,20,0,45,53,0,0,0
2025-04-01,2,4,9,0,5,25,12,0,0,22,0,0,0,0,0,15,1,3,0,0,0,0,0,0,43,0,2,16,0,0,0,0,72,0,0,4,29,13,0,0,63,0,0,46,8,0,0,2,9,3,13,0,0,0,8,0,0,0,43,0,10,10,51,11,8,0,0,0,0,0,0,1,2,1,1,19,0,0,1,5,0,0,0,0,0,0,8,0,0,37,8,31,0,3,0,39,0,17,0,46,25,0,0,0
2025-05-01,3,4,11,0,3,24,19,0,0,18,0,0,0,0,33,9,1,2,0,0,0,0,0,0,21,0,3,7,0,0,0,0,67,0,0,2,31,11,0,0,80,0,0,55,11,0,2,2,6,3,15,0,0,15,10,0,0,0,47,0,0,6,23,8,0,0,0,0,0,0,0,1,3,1,1,20,0,0,1,6,0,0,0,0,0,0,9,0,0,31,5,62,0,3,0,41,0,29,6,43,37,0,0,0
2025-06-01,2,5,10,0,3,18,16,0,0,20,0,0,0,0,28,9,0,2,0,0,0,0,0,5,25,0,3,8,0,0,0,0,68,0,0,3,30,13,0,0,68,0,0,54,12,0,3,2,16,3,16,0,0,11,9,0,10,0,46,0,6,6,22,9,0,0,0,0,0,0,0,1,3,1,0,19,0,0,1,6,0,0,0,0,0,0,8,0,0,28,7,77,0,3,0,45,7,40,7,48,27,0,0,0
2025-07-01,2,3,8,0,2,19,6,0,0,19,0,0,0,0,0,9,0,1,0,0,0,0,0,0,12,0,2,4,0,0,0,0,88,0,0,3,27,13,0,0,55,0,0,62,14,0,5,2,15,3,14,0,0,7,11,0,0,0,21,0,7,13,28,8,10,0,0,0,0,0,0,4,1,1,1,24,0,0,1,9,0,0,0,0,0,0,8,8,0,15,6,35,0,3,0,41,6,16,0,55,28,0,0,0
2025-08-01,2,4,9,0,2,16,24,0,0,30,0,26,0,0,0,13,1,2,0,0,0,0,0,0,17,0,2,4,0,0,0,0,70,0,1,4,30,12,0,0,58,0,0,57,8,0,3,2,15,2,11,0,0,0,7,0,0,0,23,0,0,13,23,9,0,0,0,0,0,0,0,8,2,1,1,25,0,0,1,11,0,0,0,0,0,0,12,0,0,24,7,26,0,0,0,48,6,24,0,42,100,0,0,0
2025-09-01,2,4,10,0,2,16,11,6,0,23,0,0,22,0,0,8,1,2,0,0,0,5,0,0,13,0,3,3,0,0,0,0,76,0,0,3,29,14,0,0,91,0,0,77,12,0,3,2,12,3,18,0,0,0,8,0,0,0,45,0,0,12,25,8,5,0,0,0,0,0,0,2,2,2,1,24,0,0,1,14,0,0,0,0,0,0,12,0,0,31,8,30,0,0,0,56,9,50,8,57,59,0,0,0
2025-10-01,2,4,9,0,2,9,8,0,0,24,0,0,0,0,0,7,1,1,0,0,0,0,0,0,24,0,3,4,0,0,0,0,82,0,0,3,30,12,0,0,77,0,0,56,10,0,5,2,18,4,16,0,0,0,0,0,0,0,56,0,0,8,22,11,0,0,0,0,14,0,0,1,1,1,1,22,0,0,1,16,1,0,0,0,0,0,9,0,0,20,3,24,0,5,0,45,7,47,7,59,46,0,0,0
2025-11-01,2,4,10,0,2,10,7,0,0,17,0,0,0,0,0,7,1,2,0,0,0,6,0,0,100,0,3,7,0,0,0,0,81,0,0,6,29,13,0,0,86,0,0,55,15,0,38,2,19,3,22,0,0,0,13,0,10,0,55,0,5,9,25,7,0,0,0,0,10,0,0,2,2,1,1,22,0,0,1,16,0,0,0,0,0,0,13,0,0,26,10,30,0,4,0,53,7,31,5,70,41,0,0,0
2025-12-01,1,2,5,0,2,13,0,0,0,12,0,0,0,0,0,15,4,0,0,0,0,0,0,7,59,0,2,9,0,0,0,0,100,0,0,4,23,13,0,0,72,0,0,52,11,0,51,3,33,6,15,0,0,12,22,0,0,0,24,0,11,17,20,6,0,0,0,0,0,0,0,2,1,1,1,25,0,0,1,21,1,0,0,0,0,0,9,0,0,13,4,23,0,5,0,47,7,22,0,61,27,0,0,0
