date,crise financeira,crise econômica,crise brasil,colapso econômico,recessão,recessão brasil,depressão econômica,crash financeiro,pânico financeiro,instabilidade econômica,turbulência econômica,caos econômico,desastre econômico,catástrofe financeira,crise sistêmica,queda bolsa,queda ibovespa,crash bolsa,derretimento bolsa,sangria bolsa,desabamento ibovespa,volatilidade bolsa,pânico bolsa,sell off brasil,bear market,mercado baixista,correção mercado,circuit breaker,circuit breaker b3,pregão suspenso,ibovespa despenca,bolsa desaba,bolsa cai,crise bancária,corrida bancária,banco quebra,inadimplência,calote,crédito escasso,credit crunch brasil,falta crédito,aperto crédito,spread bancário alto,juros altos,crédito caro,risco default brasil,default brasil,calote governo,dívida pública brasil,rombo fiscal,déficit fiscal,rebaixamento rating,rating brasil rebaixado,moody's brasil,fitch brasil,s&p brasil rebaixamento,risco soberano,embi brasil,risco país brasil,dólar dispara,dólar sobe,dólar alto,desvalorização real,real fraco,real desvaloriza,fuga capitais,fuga dólares,especulação cambial,crise cambial,ataque especulativo,câmbio brasil crise,impeachment brasil,crise política brasil,instabilidade política,escândalo corrupção,lava jato,petrobras escândalo,incerteza política,reforma previdência,reforma tributária,greve geral,protestos brasil,inflação brasil alta,inflação alta,hiperinflação brasil,desemprego brasil alto,desemprego alto,pib brasil cai,recessão técnica brasil,crescimento negativo,queda pib,selic alta,copom aumenta juros,juros brasil alto,vender ações agora,hora de vender,mercado vai cair,proteção investimentos,como proteger carteira,sair da bolsa,medo mercado,pessimismo bolsa,investidores pessimistas,fuga investidores
2008-01-01,2,0,5,0,11,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-01,2,0,7,0,5,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-01,2,2,18,0,5,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-01,3,3,15,0,4,42,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-01,1,2,18,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-01,2,2,19,0,2,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
2008-07-01,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0
2008-08-01,2,1,13,0,1,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-01,14,5,26,0,4,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,15,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-01,100,29,77,0,19,63,0,0,0,0,0,0,0,0,0,100,6,9,0,0,0,0,0,0,0,0,0,16,0,0,0,0,11,8,0,10,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-11-01,83,28,74,0,15,63,0,0,0,0,0,0,0,0,0,49,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,22,13,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,86,0,0,2,0,0,0,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,36,0,0,0
2008-12-01,39,11,34,0,7,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-01,23,6,26,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,12,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-01,35,12,42,0,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,0,0,0,61,0,0,0,16,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-01,45,17,65,0,6,0,0,0,0,0,0,0,0,0,0,16,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,8,0,0,0,0,0,60,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-04-01,36,13,51,0,4,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,14,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-01,29,12,46,0,4,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,0,0,0,47,0,0,16,0,0,0,0,0,0,0,41,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-01,20,8,34,0,6,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,13,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-01,8,5,15,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,14,11,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-01,9,4,19,0,2,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,9,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0
2009-09-01,15,6,31,0,4,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,9,0,0,0,0,0,62,0,0,26,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-10-01,9,3,23,0,2,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,10,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
2009-11-01,10,4,25,0,3,32,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-12-01,5,2,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-01-01,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,10,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-01,3,0,7,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-01,5,2,13,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,7,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,26,0,0,0
2010-04-01,4,2,14,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,100,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
2010-05-01,7,4,21,0,2,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,10,0,0,0,0,0,58,0,0,18,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0
2010-06-01,4,3,17,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,8,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-01,4,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,14,10,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-01,4,2,12,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-09-01,3,2,13,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,16,8,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
2010-10-01,4,2,11,0,2,0,0,0,0,30,0,0,0,0,100,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,14,14,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-01,6,3,15,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,16,9,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,55,0,0,0,28,0,0,0,0,0,100,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-01,2,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-01,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,3,8,10,0,0,0,0,0,21,0,0,8,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,15,0,14,17,0,0,0
2011-02-01,2,2,7,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,11,9,0,0,0,0,0,0,0,0,10,0,0,0,26,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,26,0,0,0
2011-03-01,3,2,10,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,4,11,9,0,0,0,0,0,31,0,0,8,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,37,0,0,0,0,33,0,0,0
2011-04-01,3,2,11,0,2,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,11,9,0,0,18,0,0,50,0,0,9,0,0,0,17,0,0,0,62,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,26,0,0,0,0,31,0,0,0
2011-05-01,4,2,12,0,2,16,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,4,15,8,0,0,23,0,0,33,0,0,8,0,4,0,0,0,0,0,73,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,17,0,0,0
2011-06-01,3,2,12,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,15,12,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,87,0,0,0,22,0,0,0,23,0,0,0,0,0,32,0,0,1,1,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,33,0,0,0,14,16,0,0,0
2011-07-01,3,1,7,0,1,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,25,0,0,0,0,0,24,0,0,7,0,4,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0
2011-08-01,6,4,17,0,4,17,0,0,0,0,0,0,0,0,0,24,0,2,0,0,0,0,0,0,10,0,1,6,0,0,0,0,5,0,0,7,14,21,0,0,15,0,0,23,0,3,6,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,12,25,0,0,0
2011-09-01,6,3,15,0,3,18,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,7,14,11,0,0,0,0,0,20,0,0,7,0,5,3,12,0,0,0,76,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,27,0,0,0
2011-10-01,6,4,16,0,2,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,5,18,10,0,0,20,0,0,19,0,0,5,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,25,0,0,0,11,17,0,0,0
2011-11-01,5,3,16,0,3,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,5,19,9,0,0,15,0,0,26,0,0,6,0,3,0,0,0,0,0,62,0,0,0,0,0,0,0,17,0,0,0,0,0,27,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,41,0,0,0
2011-12-01,3,1,8,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,4,15,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,28,0,0,0
2012-01-01,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,16,8,0,0,0,0,0,16,0,0,5,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,33,0,0,0
2012-02-01,3,1,7,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,6,17,10,0,0,17,0,0,0,0,0,6,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,12,35,0,0,0
2012-03-01,4,2,10,0,2,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,4,21,11,0,0,15,0,0,35,0,0,8,0,0,0,0,0,0,0,58,0,0,0,0,0,13,9,10,10,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,26,0,0,0,9,29,0,0,0
2012-04-01,5,3,12,0,2,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,4,20,11,0,0,0,0,0,41,0,0,5,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,6,0,21,0,0,0,0,13,0,0,0
2012-05-01,4,3,15,0,3,14,10,0,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,5,24,14,0,0,14,0,0,41,0,0,4,0,3,0,0,0,0,0,56,0,0,0,0,0,0,10,20,13,0,0,0,0,16,0,0,1,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,9,5,0,0,0,0,29,0,0,0,15,23,0,0,0
2012-06-01,4,3,15,0,2,13,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,5,23,10,0,0,0,0,13,36,0,0,7,0,5,0,0,0,0,0,42,0,0,0,0,0,0,0,14,0,0,0,0,0,35,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,19,0,0,0,0,11,0,0,0
2012-07-01,2,1,7,0,1,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,23,10,0,0,14,0,0,26,0,0,9,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,26,0,9,0,0,20,0,0,0
2012-08-01,3,2,14,0,2,0,0,0,0,10,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,3,19,10,0,0,0,0,0,30,0,0,7,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,30,0,0,0,0,20,0,0,0
2012-09-01,4,2,14,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,3,0,0,4,22,10,0,0,19,0,0,25,0,0,4,0,0,0,12,0,0,0,40,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,9,5,0,0,0,0,39,0,0,0,0,18,0,0,0
2012-10-01,4,3,13,0,2,11,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,3,20,7,0,0,0,0,0,25,0,0,3,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,20,0,0,0,9,22,0,0,0
2012-11-01,7,4,16,0,2,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,3,20,10,0,0,19,0,0,15,0,0,7,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,11,0,0,0,0,0,17,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,14,0,0,0,0,16,0,0,0
2012-12-01,2,1,7,0,2,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,3,14,19,0,0,13,0,0,14,0,0,5,0,0,0,12,0,0,0,37,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,31,0,0,0,0,21,0,0,0
2013-01-01,2,1,5,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,3,16,11,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,15,23,0,0,0
