"Data","Último","Abertura","Máxima","Mínima","Var%"
"23.11.2008","321,81","321,81","321,81","321,81","-25,21%"
"16.11.2008","430,31","430,31","430,31","430,31","19,43%"
"09.11.2008","360,31","360,31","360,31","360,31","13,91%"
"02.11.2008","316,31","316,31","316,31","316,31","-5,54%"
"26.10.2008","334,87","334,87","334,87","334,87","-44,77%"
"19.10.2008","606,31","606,31","606,31","606,31","87,64%"
"12.10.2008","323,13","323,13","323,13","323,13","0,44%"
"05.10.2008","321,71","321,71","321,71","321,71","54,62%"
"28.09.2008","208,06","208,06","208,06","208,06","24,54%"
"21.09.2008","167,06","167,06","167,06","167,06","37,33%"
"14.09.2008","121,65","121,65","121,65","121,65","0,00%"
"07.09.2008","121,65","121,65","121,65","121,65","0,00%"
"31.08.2008","121,65","121,65","121,65","121,65","0,00%"
"24.08.2008","121,65","121,65","121,65","121,65","0,00%"
"17.08.2008","121,65","121,65","121,65","121,65","0,00%"
"10.08.2008","121,65","121,65","121,65","121,65","0,00%"
"03.08.2008","121,65","121,65","121,65","121,65","0,00%"
"27.07.2008","121,65","121,65","121,65","121,65","0,00%"
"20.07.2008","121,65","121,65","121,65","121,65","0,00%"
"13.07.2008","121,65","121,65","121,65","121,65","0,00%"
"06.07.2008","121,65","121,65","121,65","121,65","0,00%"
"29.06.2008","121,65","121,65","121,65","121,65","0,00%"
"22.06.2008","121,65","121,65","121,65","121,65","0,00%"
"15.06.2008","121,65","121,65","121,65","121,65","0,00%"
"08.06.2008","121,65","121,65","121,65","121,65","0,00%"
"01.06.2008","121,65","121,65","121,65","121,65","0,00%"
"25.05.2008","121,65","121,65","121,65","121,65","0,00%"
"18.05.2008","121,65","121,65","121,65","121,65","0,00%"
"11.05.2008","121,65","121,65","121,65","121,65","0,00%"
"04.05.2008","121,65","121,65","121,65","121,65","0,00%"
"27.04.2008","121,65","121,65","121,65","121,65","0,00%"
"20.04.2008","121,65","121,65","121,65","121,65","-5,81%"
"13.04.2008","129,15","129,15","129,15","129,15","-10,41%"
"06.04.2008","144,15","144,15","144,15","144,15","-2,04%"
"30.03.2008","147,15","147,15","147,15","147,15","-12,49%"
"23.03.2008","168,15","168,15","168,15","168,15","-5,08%"
"16.03.2008","177,15","177,15","177,15","177,15","-8,52%"
"09.03.2008","193,65","193,65","193,65","193,65","17,61%"
"02.03.2008","164,65","164,65","164,65","164,65","8,93%"
"24.02.2008","151,15","151,15","151,15","151,15","31,09%"
"17.02.2008","115,30","115,30","115,30","115,30","0,00%"
"10.02.2008","115,30","115,30","115,30","115,30","0,00%"
"03.02.2008","115,30","115,30","115,30","115,30","0,00%"
"27.01.2008","115,30","115,30","115,30","115,30","0,00%"
"20.01.2008","115,30","115,30","115,30","115,30","0,00%"
"13.01.2008","115,30","115,30","115,30","115,30","0,00%"
"06.01.2008","115,30","115,30","115,30","115,30","-0,86%"
"30.12.2007","116,30","116,30","116,30","116,30","8,39%"
"23.12.2007","107,30","107,30","107,30","107,30","0,00%"
