month,fsi
2008-01-01,0.29828058808871166
2008-02-01,0.014951407924246197
2008-03-01,0.1669573884874159
2008-04-01,0.3413904809369549
2008-05-01,0.16197358584600047
2008-06-01,0.1370545726389235
2008-07-01,0.07600299028158486
2008-08-01,0.08721654622476951
2008-09-01,0.3531024171442811
2008-10-01,0.7450784948916023
2008-11-01,0.6491402940443559
2008-12-01,0.41863942187889364
2009-01-01,0.10839770745078493
2009-02-01,0.19436830301520058
2009-03-01,0.35384998754049346
2009-04-01,0.23548467480687763
2009-05-01,0.20807376027909294
2009-06-01,0.16321953650635435
2009-07-01,0.12210316471467729
2009-08-01,0.18813854971343136
2009-09-01,0.16820333914776975
2009-10-01,0.16197358584600047
2009-11-01,0.1569897832045851
2009-12-01,0.022427111886369297
2010-01-01,0.0548218290555694
2010-02-01,0.009967605282830798
2010-03-01,0.12334911537503114
2010-04-01,0.0398704211313232
2010-05-01,0.1544978818838774
2010-06-01,0.26787939197607774
2010-07-01,0.05731373037627711
2010-08-01,0.09843010216795416
2010-09-01,0.10092200348866183
2010-10-01,0.18190879641166208
2010-11-01,0.1171193620732619
2010-12-01,0.0
2011-01-01,0.05606777971592325
2011-02-01,0.1004236232245203
2011-03-01,0.07600299028158486
2011-04-01,0.06354348367804634
2011-05-01,0.1270869673560927
2011-06-01,0.14826812858210814
2011-07-01,0.05731373037627711
2011-08-01,0.0946922501868926
2011-09-01,0.13456267131821578
2011-10-01,0.13207076999750808
2011-11-01,0.17443309244953897
2011-12-01,0.0323947171692001
2012-01-01,0.0398704211313232
2012-02-01,0.0348866184899078
2012-03-01,0.1021679541490157
2012-04-01,0.07724894094193871
2012-05-01,0.17194119112883127
2012-06-01,0.09593820084724645
2012-07-01,0.06603538499875405
2012-08-01,0.1021679541490157
2012-09-01,0.1146274607525542
2012-10-01,0.07849489160229256
2012-11-01,0.11088960877149263
2012-12-01,0.02367306254672315
2013-01-01,0.031148766508846248
2013-02-01,0.048592075753800146
2013-03-01,0.06852728631946174
2013-04-01,0.07600299028158486
2013-05-01,0.10839770745078493
2013-06-01,0.16197358584600047
2013-07-01,0.07600299028158486
2013-08-01,0.1410416147520558
2013-09-01,0.09843010216795416
2013-10-01,0.12957886867680038
2013-11-01,0.08846249688512337
2013-12-01,0.049838026414153996
2014-01-01,0.0548218290555694
2014-02-01,0.09593820084724645
2014-03-01,0.10092200348866183
2014-04-01,0.11338151009220034
2014-05-01,0.12085721405432344
2014-06-01,0.08347869424370795
2014-07-01,0.08846249688512337
2014-08-01,0.11088960877149263
2014-09-01,0.14577622726140044
2014-10-01,0.33217044605033647
2014-11-01,0.16571143782706205
2014-12-01,0.09344629952653874
2015-01-01,0.0946922501868926
2015-02-01,0.1694492898081236
2015-03-01,0.2192873162222776
2015-04-01,0.2043359082980314
2015-05-01,0.21554946424121604
2015-06-01,0.18440069773236978
2015-07-01,0.19561425367555443
2015-08-01,0.23299277348616995
2015-09-01,0.3463742835783703
2015-10-01,0.23673062546723148
2015-11-01,0.23548467480687763
2015-12-01,0.14079242461998503
2016-01-01,0.11088960877149263
2016-02-01,0.13082481933715423
2016-03-01,0.2118116122601545
2016-04-01,0.2317468228258161
2016-05-01,0.3476202342387241
2016-06-01,0.19436830301520058
2016-07-01,0.13830052329927736
2016-08-01,0.1270869673560927
2016-09-01,0.14328432594069274
2016-10-01,0.14826812858210814
2016-11-01,0.18564664839272363
2016-12-01,0.10839770745078493
2017-01-01,0.09843010216795416
2017-02-01,0.12085721405432344
2017-03-01,0.17667580363817592
2017-04-01,0.1171193620732619
2017-05-01,0.24595066035385
2017-06-01,0.13331672065786193
2017-07-01,0.0722651383005233
2017-08-01,0.12459506603538499
2017-09-01,0.12459506603538499
2017-10-01,0.16197358584600047
2017-11-01,0.14004485422377275
2017-12-01,0.07600299028158486
2018-01-01,0.07849489160229256
2018-02-01,0.09170196860204335
2018-03-01,0.16197358584600047
2018-04-01,0.09593820084724645
2018-05-01,0.2282581609768253
2018-06-01,0.1851482681285821
2018-07-01,0.1021679541490157
2018-08-01,0.17817094443060055
2018-09-01,0.21978569648641913
2018-10-01,0.30949414403189635
2018-11-01,0.2980313979566409
2018-12-01,0.12434587590331422
2019-01-01,0.20408671816596063
2019-02-01,0.1701968602043359
2019-03-01,0.2833291801644655
2019-04-01,0.26389234986294546
2019-05-01,0.2783453775230501
2019-06-01,0.22302516820333915
2019-07-01,0.20882133067530526
2019-08-01,0.4330924495389983
2019-09-01,0.2626463992025916
2019-10-01,0.27784699725890855
2019-11-01,0.28532270122103165
2019-12-01,0.2317468228258161
2020-01-01,0.24669823075006228
2020-02-01,0.4380762521804137
2020-03-01,1.0
2020-04-01,0.6277099426862696
2020-05-01,0.6516321953650636
2020-06-01,0.6052828307999003
2020-07-01,0.5965611761774234
2020-08-01,0.4482930475953153
2020-09-01,0.4943932220284077
2020-10-01,0.5280338898579616
2020-11-01,0.41564914029404443
2020-12-01,0.3471218539745827
2021-01-01,0.34462995265387497
2021-02-01,0.29927734861699473
2021-03-01,0.5808621978569649
2021-04-01,0.43109892848243214
2021-05-01,0.5340144530276602
2021-06-01,0.6005482182905557
2021-07-01,0.3550959382008473
2021-08-01,0.4129080488412659
2021-09-01,0.5477199102915525
2021-10-01,0.48816346872663846
2021-11-01,0.3792673810117119
2021-12-01,0.29279840518315475
2022-01-01,0.3501121355594319
2022-02-01,0.38200847246449043
2022-03-01,0.5188138549713431
2022-04-01,0.4134064291054075
2022-05-01,0.4953899825566908
2022-06-01,0.557936705706454
2022-07-01,0.34213805133316727
2022-08-01,0.43109892848243214
2022-09-01,0.545975579367057
2022-10-01,0.592823324196362
2022-11-01,0.6658360328930975
2022-12-01,0.31821579865437327
2023-01-01,0.5203089957637678
2023-02-01,0.2830799900323947
2023-03-01,0.5051083977074509
2023-04-01,0.37602790929479196
2023-05-01,0.3969598803887367
2023-06-01,0.37253924744580114
2023-07-01,0.2848243209568902
2023-08-01,0.4460503364066783
2023-09-01,0.39023174682282585
2023-10-01,0.3035135808621979
2023-11-01,0.30774981310740096
2023-12-01,0.2559182656366808
2024-01-01,0.2696237229005732
2024-02-01,0.2885621729379517
2024-03-01,0.31522551706952406
2024-04-01,0.39421878893595813
2024-05-01,0.3565910789932719
2024-06-01,0.6733117368552206
2024-07-01,0.37727385995514584
2024-08-01,0.4178918514826813
2024-09-01,0.4056815350112136
2024-10-01,0.3904809369548966
2024-11-01,0.5384998754049339
2024-12-01,0.6222277597807127
2025-01-01,0.4380762521804137
2025-02-01,0.34438076252180416
2025-03-01,0.4178918514826813
2025-04-01,0.5198106154996263
2025-05-01,0.34886618489907806
2025-06-01,0.3800149514079243
2025-07-01,0.4557687515574384
2025-08-01,0.4296037876900075
2025-09-01,0.4435584350859706
2025-10-01,0.3742835783702965
2025-11-01,0.44306005482182914
2025-12-01,0.494144031896337
