date,crisis_probability,regime
578,0.22194679371071308,0
579,0.0563186670188492,0
580,0.046080395350486136,0
581,0.07516407926420546,0
582,0.395100975976969,0
583,0.7282570131247215,1
584,0.862120778970822,1
585,0.9269939566316625,1
586,0.9997972685428583,1
587,0.9999999996672537,1
588,0.9999999998455722,1
589,0.9999999999999972,1
590,0.999999999999814,1
591,0.9999999999994961,1
592,0.9999999988555025,1
593,0.9999999999999368,1
594,0.9999999999997963,1
595,0.9999999994420794,1
596,0.9999999997700627,1
597,0.9999989582290948,1
598,0.9999963971640027,1
599,0.999991377868635,1
600,0.9999999271433789,1
601,0.9999659236876387,1
602,0.9915503051703157,1
603,0.9820606625623107,1
604,0.9784230080982753,1
605,0.9870783422319271,1
606,0.9990653383656842,1
607,0.999862193914092,1
608,0.9961138883986976,1
609,0.993866255515429,1
610,0.9954229549359215,1
611,0.9978527749641507,1
612,0.9999573252486972,1
613,0.9998836402193525,1
614,0.9954966373696017,1
615,0.9884186138902982,1
616,0.9828886642310837,1
617,0.9826495804309987,1
618,0.9973388992352976,1
619,0.9997772728895016,1
620,0.9986729313611344,1
621,0.9984695197948322,1
622,0.9982371163191279,1
623,0.9985871969540879,1
624,0.9998958283627815,1
625,0.9990465180303146,1
626,0.7098659709118881,1
627,0.16980016501340178,0
628,0.03347956645307969,0
629,0.007164343887117684,0
630,0.0050486326618903316,0
631,0.004422250868043542,0
632,0.0005166062932456082,0
633,8.675515096835238e-05,0
634,6.789410675431452e-05,0
635,0.00010799316673484383,0
636,0.0008684076130155941,0
637,0.0014458227915620451,0
638,0.00033907503029204534,0
639,8.944011986331446e-05,0
640,7.865078667659995e-05,0
641,0.00010887047365594272,0
642,0.000669488076886068,0
643,0.0011677746445393426,0
644,0.00016465308424365812,0
645,5.802600891435762e-05,0
646,6.382958528936106e-05,0
647,8.000174837884367e-05,0
648,0.0002637439072130417,0
649,0.0033627510505670768,0
650,0.0060424920530351605,0
651,0.02259891703946073,0
652,0.2407490935158518,0
653,0.7616327387048231,1
654,0.9385422483910478,1
655,0.9999968537080923,1
656,0.9999999999438095,1
657,0.999999770302657,1
658,0.9999999949236232,1
659,0.9999999999995439,1
660,0.9999999999999984,1
661,0.9999999999974717,1
662,0.9999999999999997,1
663,0.9999999999999859,1
664,0.9999999999741236,1
665,0.999999999994011,1
666,0.9999999999999665,1
667,0.9999999999985753,1
668,0.9999999904961163,1
669,0.9999999965721497,1
670,0.9999522988482146,1
671,0.9984367213170964,1
672,0.999988786604565,1
673,0.999999983698404,1
674,0.9999169112859266,1
675,0.9994921829255151,1
676,0.9993979643541592,1
677,0.9998649780714769,1
678,0.9999999463544904,1
679,0.9999999997296116,1
680,0.9999960722252744,1
681,0.9997486756309512,1
682,0.9999162012811253,1
683,0.9999499843025704,1
684,0.9999964210986662,1
685,0.9999995676818155,1
686,0.9998779575610275,1
687,0.9992199682113643,1
688,0.9992068340304464,1
689,0.9995179828605602,1
690,0.9999884424724386,1
691,0.9999997024518479,1
692,0.9999877076384877,1
693,0.9997006466143282,1
694,0.9992336401771434,1
695,0.9993843816508998,1
696,0.9999990322064527,1
697,0.9999999746036684,1
698,0.9999805556673189,1
699,0.9995027965557196,1
700,0.999141895463557,1
701,0.9989620996741758,1
702,0.9999511568170708,1
703,0.9989341639624955,1
704,0.6872198138896712,1
705,0.4533072398559504,0
706,0.42464355200410825,0
707,0.47052068567344624,0
708,0.9544229571857656,1
709,0.9996069952046424,1
710,0.9999454439331688,1
711,0.9999985539670821,1
712,0.9999998439221651,1
713,0.9999999889003833,1
714,0.9999999962651723,1
715,0.9999999997140496,1
716,0.9999999980294393,1
717,0.9999999995216714,1
718,0.9999999922888041,1
719,0.9999794396523174,1
720,0.9997767855202738,1
721,0.9998953853885849,1
722,0.9999991897550355,1
723,0.9999995923713556,1
724,0.9979779770690325,1
725,0.9751976634128556,1
726,0.9656924457573492,1
727,0.972945787234012,1
728,0.9998623076076735,1
729,0.9999976436103234,1
730,0.9997178388202245,1
731,0.9985045705610416,1
732,0.9991789324649554,1
733,0.9995070831998231,1
734,0.9999953130973734,1
735,0.9999998698794464,1
736,0.9795552438767845,1
737,0.5108667672746092,1
738,0.26890974604175244,0
739,0.1954196224073205,0
740,0.19464556625024282,0
741,0.19394192467422383,0
742,0.03741112374844727,0
743,0.001689749340110444,0
744,0.0007190463472831073,0
745,0.007830116422594267,0
746,0.1148406271071339,0
747,0.36340845431221763,0
748,0.39566484525322876,0
749,0.45437941162340545,0
750,0.6624464404394335,1
751,0.8938747652474304,1
752,0.9884984853003764,1
753,0.9998952661473529,1
754,0.9999911357142464,1
755,0.999939292925888,1
756,0.9998956637993486,1
757,0.9997740137929408,1
758,0.9998087985425784,1
759,0.9999937711669541,1
760,0.9999996934317554,1
761,0.9999675296157183,1
762,0.999645092423778,1
763,0.9998011247584634,1
764,0.999847078025151,1
765,0.9999960392356867,1
766,0.9999985220251417,1
767,0.9999261386747531,1
768,0.9989349578946732,1
769,0.9983217239161287,1
770,0.9982897177610012,1
771,0.9997346070717718,1
772,0.9989788224172036,1
773,0.9614692516668134,1
774,0.9099249492198197,1
775,0.8899467352923038,1
776,0.9018118024689916,1
777,0.9914371815969755,1
778,0.9997947228498989,1
779,0.9999816321743372,1
780,0.999993380562721,1
781,0.9999998540186135,1
782,0.999999999150644,1
783,0.9999999999976815,1
784,0.9999999999999873,1
785,0.9999999990045897,1
786,0.9999999999163811,1
787,0.9999999983410887,1
788,0.9999997965535593,1
789,0.9999798085462216,1
790,0.9999639295813815,1
791,0.9999646639528015,1
792,0.9989198595860536,1
793,0.9934907790850434,1
794,0.9485470998875118,1
795,0.9404011106258928,1
796,0.9816854982596085,1
797,0.9970421677560276,1
798,0.9910666408647636,1
799,0.9747631273738593,1
800,0.9720875887555069,1
801,0.9826968703046154,1
802,0.9999785203834782,1
803,0.9999992960286116,1
804,0.9999670275458471,1
805,0.9999046695558037,1
806,0.9998806667654558,1
807,0.9996801112353372,1
808,0.9999986006259644,1
809,0.9999999877468568,1
810,0.9999879664847565,1
811,0.999926424302815,1
812,0.999908663384674,1
813,0.9998641698076934,1
814,0.9999994949995616,1
815,0.9999999991511913,1
816,0.999998267023236,1
817,0.9999140336556073,1
818,0.9997293439661369,1
819,0.9997311426798499,1
820,0.9999710315278417,1
821,0.9999998617163922,1
822,0.9998883265796122,1
823,0.9978926038024292,1
824,0.9974643693539211,1
825,0.9981534193846954,1
826,0.9999767220749866,1
827,0.9999982409403851,1
828,0.9994685515631431,1
829,0.9832295254964828,1
830,0.9764695254442769,1
831,0.9800756646642008,1
832,0.9993323959088639,1
833,0.9999986046202474,1
834,0.999994073205238,1
835,0.9999477283808551,1
836,0.9999207991343908,1
837,0.9999638439404669,1
838,0.9999871987654934,1
839,0.999999973143883,1
840,0.9999882799919804,1
841,0.9991347010354259,1
842,0.9940324010248851,1
843,0.9951538048606218,1
844,0.9987440093431973,1
845,0.9999761051364174,1
846,0.9999995052770378,1
847,0.9999875737390025,1
848,0.999998256406255,1
849,0.9999996449555271,1
850,0.9999999802919444,1
851,0.9999998925768988,1
852,0.9999999608462464,1
853,0.9999971587141526,1
854,0.9999998595017606,1
855,0.9999976574885054,1
856,0.9999967404594884,1
857,0.9999892934809993,1
858,0.9999839669645291,1
859,0.999999619602667,1
860,0.9999987785507388,1
861,0.9999486650334874,1
862,0.9830189525523723,1
863,0.9741213680976804,1
864,0.9644181547224657,1
865,0.960474083681885,1
866,0.9655081822038527,1
867,0.9779197818713653,1
868,0.9907277552075231,1
869,0.9980242317133314,1
870,0.9999362792932093,1
871,0.9999996444312087,1
872,0.9999999956869948,1
873,0.9999999932853263,1
874,0.9999999757665556,1
875,0.9999971658326112,1
876,0.999998877776258,1
877,0.9999993011475247,1
878,0.999943475946522,1
879,0.9578535257419041,1
880,0.5176060799459179,1
881,0.3549162868853377,0
882,0.30178209246396676,0
883,0.23657085560698293,0
884,0.09505595695059262,0
885,0.018651226359790274,0
886,0.0026144025392516143,0
887,0.0006727281262648652,0
888,0.00047864992855092803,0
889,0.0005443765728945557,0
890,0.00019525669200949698,0
891,0.0001094089859958603,0
892,8.264002366754444e-05,0
893,8.580139623654848e-05,0
894,0.0002229480466939219,0
895,0.0002883759016405078,0
896,0.00013297235309906455,0
897,8.795403945488712e-05,0
898,6.617092456401016e-05,0
899,6.520383977389774e-05,0
900,0.0001527797965108371,0
901,0.00030709295433403613,0
902,0.0001645542650877024,0
903,7.557753542148761e-05,0
904,7.173557279102291e-05,0
905,8.144717039405987e-05,0
906,0.00035472457505693697,0
907,0.0009655221827697596,0
908,0.00021848609349647927,0
909,0.00010757378097012842,0
910,0.00018682266353709073,0
911,0.0015683626960809863,0
912,0.011361445096659598,0
913,0.025289132342133848,0
914,0.026434368492313967,0
915,0.0454774961470034,0
916,0.15648930892776586,0
917,0.46085209693818263,0
918,0.9562872661478676,1
919,0.9971727578823928,1
920,0.9999356966868936,1
921,0.9999824030826757,1
922,0.9999985964312659,1
923,0.9999995332367251,1
924,0.9999999989172538,1
925,0.9999999998903575,1
926,0.9999999954523742,1
927,0.9999999439961471,1
928,0.9999999602202756,1
929,0.9999999107751102,1
930,0.9999999973223849,1
931,0.9999999971626511,1
932,0.9999988949320168,1
933,0.9999973339020519,1
934,0.999999395918353,1
935,0.9999999319410868,1
936,0.9999998428128566,1
937,0.9999999995350676,1
938,0.9999999788548773,1
939,0.9999997339009947,1
940,0.9999997666820615,1
941,0.9999982690518496,1
942,0.9999997345837596,1
943,0.9999995239184252,1
944,0.9999054075184854,1
945,0.9958193607905498,1
946,0.9923497932768593,1
947,0.9939176920579589,1
948,0.9994547502649005,1
949,0.9999870230426062,1
950,0.9998706494472674,1
951,0.9995697876308125,1
952,0.9997578532640546,1
953,0.9998450565751592,1
954,0.9999996606521979,1
955,0.99999997960601,1
956,0.9999988862638115,1
957,0.9999869302020173,1
958,0.9999417078830014,1
959,0.9999427458600613,1
960,0.9999797284648574,1
961,0.9993288809701952,1
962,0.691594496823349,1
963,0.2322208808847382,0
964,0.1106806609299496,0
965,0.09842525221948659,0
966,0.14621387503235705,0
967,0.202369620448423,0
968,0.14706748235480818,0
969,0.09046298233132466,0
970,0.08289715708802722,0
971,0.10316457552452832,0
972,0.21222357856106894,0
973,0.3151536462589247,0
974,0.17525736116320853,0
975,0.04529595736585614,0
976,0.020201134405903595,0
977,0.008419785508907669,0
978,0.0029279222684342777,0
979,0.0011884068700442683,0
