date,dict_fsi,ml_fsi,news_fsi,dict_fsi_smoothed,ml_fsi_smoothed,news_fsi_smoothed
2010-12-06,,,0.1229388889830232,0.08609485451367593,0.4731839699643019,0.10532052354690079
2010-12-13,,,0.0919247573592683,0.08649179509597797,0.46779803843457096,0.10728753055774447
2010-12-20,,,0.0771201412581027,0.08688873567828001,0.46241210690484,0.10979099405363285
2010-12-27,0.0560677797159232,0.4227197620271157,0.0669744326733318,0.08728567626058203,0.4570261753751091,0.11343529915589491
2011-01-31,0.1004236232245203,0.5021272187933459,,0.08914076017259169,0.47501087504475514,0.11870198277038027
2011-02-28,0.0760029902815848,0.5017862914624751,,0.09046883767737468,0.4745230499769555,0.12396866269377513
2011-03-28,0.0635434836780463,0.4894823093024105,,0.0924725942388348,0.4554626287127975,0.12923534261716996
2011-04-25,0.1270869673560927,0.3766601213964641,,0.09582758820792239,0.41322690781834603,0.13450202254056481
2011-05-30,0.1482681285821081,0.3395988236033892,,0.097722501254181,0.3959016568976429,0.13976870246395967
2011-06-13,,,0.3610414023334584,0.09725650028982816,0.4169317052923366,0.14503538238735453
2011-06-27,0.0573137303762771,0.5073277169270938,,0.0967904993254753,0.4379617536870303,0.14275929984851843
2011-07-25,,0.3912534811915647,,0.09816840181692817,0.4117374788673186,0.14048321730968236
2011-08-01,0.0946922501868926,,0.1632993161855452,0.09954630430838105,0.39946756151170315,0.13820713477084628
2011-08-08,,,0.1480272266131899,0.10115093273023613,0.3871976441560877,0.13505485274406306
2011-08-15,,,0.1108707994888829,0.10275556115209124,0.3749277268004722,0.1314495854963564
2011-08-22,,,0.0,0.10436018957394634,0.3626578094448567,0.1285629134741633
2011-08-29,0.1345626713182157,0.3300216970545527,0.0510310363079828,0.10596481799580143,0.35038789208924126,0.13016555854614154
2011-09-05,,,0.2688742562181083,0.10623368156218713,0.3519920812530743,0.13453151967733654
2011-09-12,,,0.0774359361176306,0.10650254512857282,0.35359627041690733,0.13420633678159213
2011-09-19,,,0.1897845204097534,0.1067714086949585,0.35520045958074037,0.13586353218808572
2011-09-26,0.132070769997508,0.3552633868504425,0.2352051544030798,0.1070402722613442,0.3568046487445734,0.13563784856191963
2011-10-03,,,0.0868304904912841,0.10613999705308387,0.359458795038696,0.13193535194159922
2011-10-10,,,0.0668821548134391,0.10523972184482354,0.36211294133281857,0.12980788205385066
2011-10-17,,,0.1929582303011324,0.10433944663656321,0.36476708762694116,0.12987772969204875
2011-10-24,,,0.1429729183301716,0.10343917142830288,0.36742123392106374,0.12774485523846604
2011-10-31,0.1744330924495389,0.3343208063135358,0.2005363053843112,0.10253889622004254,0.3700753802151864,0.1250802286481176
2011-11-07,,,0.1094303530346171,0.09828054586002549,0.3970866912140601,0.11978073445873194
2011-11-14,,,0.0890654533984757,0.09402219550000845,0.4240980022129338,0.11484266755037792
2011-11-21,,,0.0782568364982402,0.08976384513999142,0.4511093132118075,0.11080472094114507
2011-11-28,0.0323947171692001,0.5023525601905885,0.1181339041130583,0.08550549477997438,0.47812062421068124,0.10790332117936685
2011-12-05,,,0.1276334584022211,0.08372787293406296,0.4886243617337503,0.10464467740680486
2011-12-12,,,0.0909856930840768,0.08195025108815156,0.4991280992568193,0.10058328325539723
2011-12-19,,,0.0884644856868758,0.08017262924224015,0.5096318367798883,0.09685702949910531
2011-12-26,0.0398704211313232,0.5454194436927858,0.1065903349211774,0.07839500739632874,0.5201355743029573,0.09342383685493105
2012-01-16,,,0.0,0.07841681391394283,0.5134151275078058,0.08953088032363042
2012-01-23,,,0.0340206908719885,0.07843862043155692,0.5066946807126542,0.08876427260188642
2012-01-30,0.0348866184899078,0.4844291113578305,0.1154700538379251,0.07846042694917099,0.4999742339175027,0.08990926823926812
2012-02-06,,,0.2041241452319315,0.08051750378244965,0.5038436241480414,0.09016170109452555
2012-02-13,,,0.1178511301977579,0.08257458061572831,0.5077130143785801,0.08643465390585554
2012-02-20,,,0.1360827634879543,0.08463165744900697,0.5115824046091189,0.0816105677636913
2012-02-27,0.1021679541490157,0.5363449382398,0.0,0.08668873428228563,0.5154517948396575,0.07488435485095471
2012-03-05,,,0.0524863881081478,0.0880227988791229,0.5050881043908663,0.07077304545303265
2012-03-12,,,0.0,0.08935686347596015,0.4947244139420751,0.06730029192783624
2012-03-19,,,0.0,0.09069092807279741,0.48436072349328396,0.06617761233010316
2012-03-26,0.0772489409419387,0.478226810075656,0.0,0.09202499266963467,0.4739970330444928,0.06736580356017441
2012-04-02,,,0.1742308562646689,0.09404922552413568,0.4607518825594052,0.0709063563330327
2012-04-09,,,0.0,0.09607345837863669,0.44750673207431757,0.07083889781200398
2012-04-16,,,0.0,0.0980976912331377,0.43426158158922995,0.07324507858776669
2012-04-23,,,0.0,0.10012192408763873,0.42101643110414233,0.07820892062432577
2012-04-30,0.1719411911288312,0.4066401629681915,0.2347080484106438,0.10214615694213974,0.4077712806190547,0.08590375743058595
2012-05-07,,,0.2332847374079217,0.10091036350369528,0.39529668382587535,0.08840246395999868
2012-05-14,,,0.0785674201318386,0.09967457006525084,0.38282208703269605,0.08584199401887443
2012-05-21,,,0.0,0.09843877662680639,0.37034749023951674,0.08353554336774144
2012-05-28,0.0959382008472464,0.320790497868487,0.178358258169395,0.09720298318836194,0.35787289344633744,0.08414609258093311
2012-06-04,,,0.0,0.09602626592539239,0.3706600161529042,0.08146682371079608
2012-06-11,,,0.2836454970838911,0.09484954866242284,0.383447138859471,0.08163231515543469
2012-06-18,,,0.0,0.0936728313994533,0.39623426156603775,0.07474365796833443
2012-06-25,0.066035384998754,0.4262477980451211,0.0,0.09249611413648376,0.40902138427260454,0.0704649931963589
2012-07-02,,,0.0583211843519804,0.09255533971278221,0.410073320351482,0.06864691307829782
2012-07-09,,,0.0,0.09261456528908067,0.41112525643035946,0.0671893996543065
2012-07-16,,,0.0583211843519804,0.09267379086537914,0.4121771925092369,0.06807808961721414
2012-07-23,,,0.0,0.0927330164416776,0.41322912858811434,0.06930748338603049
2012-07-30,0.1021679541490157,0.4028649030458487,0.2463996399133722,0.09279224201797606,0.4142810646669918,0.07295704243529859
2012-08-06,,,0.0,0.09241354148078455,0.4231100568972615,0.07055011620966771
2012-08-13,,,0.0,0.09203484094359306,0.4319390491275312,0.07060674706966154
2012-08-20,,,0.1407997942362127,0.09165614040640155,0.44076804135780095,0.0731289125223899
2012-08-27,0.1146274607525542,0.4588701834844826,0.0340206908719885,0.09127743986921005,0.4495970335880707,0.07328806159622087
2012-09-03,,,0.0,0.08980809322936155,0.4521088581189003,0.07481839777191346
2012-09-10,,,0.1020620726159657,0.08833874658951305,0.4546206826497299,0.07896133622055351
2012-09-17,,,0.1066099814959405,0.08686939994966454,0.4571325071805595,0.08229761429940856
2012-09-24,,0.4618700069711691,0.0911666866627549,0.08540005330981604,0.4596443317113891,0.08478492277065411
2012-10-01,0.0784948916022925,,0.1455903535926844,0.08393070666996752,0.4606399547338223,0.08704938483852243
2012-10-08,,,0.141859215984036,0.0827152591828411,0.4616355777562555,0.0872696402328674
2012-10-15,,,0.1114455893440475,0.08149981169571469,0.46263120077868874,0.08558366863045781
2012-10-22,,,0.0736176237885933,0.08028436420858825,0.46362682380112197,0.08299461817510231
2012-10-29,0.1108896087714926,0.4461924927522361,0.0735097633533116,0.07906891672146182,0.4646224468235552,0.0807330053230258
2012-11-05,,,0.1127688538172142,0.07636717018811183,0.4781731468006433,0.07872362265697458
2012-11-12,,,0.0922798930735625,0.07366542365476184,0.49172384677773145,0.07552540608160306
2012-11-19,,,0.0900637183537195,0.07096367712141186,0.5052745467548195,0.07174213540054614
2012-11-26,0.0236730625467231,0.5288994614652766,0.0675905671149555,0.06826193058806185,0.5188252467319077,0.06731908879948917
2012-12-03,,,0.0339821725783662,0.06764286635269055,0.5255130679006326,0.06288656237949507
2012-12-10,,,0.0581143926703634,0.06702380211731924,0.5322008890693574,0.0594633555485518
2012-12-17,,,0.0417753977489188,0.06640473788194795,0.5388887102380822,0.05608725348844873
2012-12-24,,,0.074747097341056,0.06578567364657664,0.5455765314068071,0.05321091068474113
2012-12-31,0.0311487665088462,0.5652059706039485,0.0,0.06516660941120533,0.5522643525755319,0.04958254041339867
2013-01-07,,,0.0,0.06613646999811208,0.5501359276681269,0.04768555522433854
2013-01-21,,,0.0,0.06710633058501882,0.5480075027607219,0.04745371381910636
2013-01-28,0.0485920757538001,0.5570462443646054,0.0510310363079828,0.06807619117192557,0.5458790778533169,0.048878920469909104
2013-02-04,,,0.0,0.06995612694251901,0.5361432202647387,0.05022897685155829
2013-02-11,,,0.0816496580927726,0.07183606271311246,0.5264073626761606,0.05333299139053478
2013-02-18,,,0.1020620726159657,0.07371599848370591,0.5166715050875825,0.05544820918978298
2013-02-25,0.0685272863194617,0.4979221997391579,0.1178511301977579,0.07559593425429936,0.5069356474990044,0.05593570587811713
2013-03-04,,,0.0,0.07780603646712858,0.5033400401689846,0.054261162438284764
2013-03-11,,,0.1767766952966369,0.08001613867995783,0.49974443283896475,0.05448137804890954
2013-03-18,,,0.0,0.08222624089278707,0.49614882550894496,0.050431133006443606
2013-03-25,,0.5026415572063582,0.0,0.0844363431056163,0.4925532181789251,0.04814190526244504
2013-04-01,0.0760029902815848,,0.0,0.08664644531844555,0.48208511011754546,0.047533756702955565
2013-04-08,,,0.0,0.0893536881039857,0.47161700205616575,0.04858545123690498
2013-04-15,,,0.0,0.09206093088952583,0.461148893994786,0.05133371324775603
2013-04-22,,,0.0,0.09476817367506597,0.45068078593340627,0.055874509981400436
2013-04-29,0.1083977074507849,0.4377174696590377,0.2154700538379252,0.09747541646060612,0.44021267787202656,0.06236640265032874
2013-05-06,,,0.0824786098842322,0.09967249464457961,0.431444385828133,0.06351203077736343
2013-05-13,,,0.0907218423253028,0.1018695728285531,0.4226760937842394,0.06399536020300513
2013-05-20,,,0.0,0.1040666510125266,0.4139078017403458,0.06354542094046306
2013-05-27,0.1619735858460004,0.3801679480193407,0.0962250448649376,0.1062637291965001,0.40513950969645224,0.06531444006420684
2013-06-03,,,0.0,0.10585867959917904,0.41338264792095797,0.0660040840774763
2013-06-10,,,0.2121643435534027,0.10545363000185796,0.42162578614546364,0.0689985411476937
2013-06-17,,,0.1414213562373095,0.1050485804045369,0.4298689243699694,0.06699375589366668
2013-06-24,,0.4482743895406099,0.0,0.10464353080721583,0.4381120625944751,0.06239001471945791
2013-07-01,0.0760029902815848,,0.1154700538379251,0.10423848120989476,0.4394322971398208,0.059964886013831986
2013-07-08,,,0.0,0.10515227103851763,0.4407525316851665,0.05560155852373552
2013-07-15,,,0.0,0.10606606086714049,0.44207276623051217,0.053179795708966346
2013-07-22,,,0.0,0.10697985069576335,0.44339300077585786,0.052615031430408604
2013-07-29,0.1410416147520558,0.4424869429983491,0.1167688227614703,0.10789364052438623,0.44471323532120355,0.053887544543507214
2013-08-05,,,0.0,0.10725913585327394,0.447550091738141,0.05296429063551941
2013-08-12,,,0.0524863881081478,0.10662463118216166,0.45038694815507846,0.05389050998838983
2013-08-19,,,0.0,0.10599012651104937,0.45322380457201594,0.05486576022303613
2013-08-26,0.0984301021679541,0.4441185092654843,0.0,0.10535562183993709,0.4560606609889534,0.05775688160882202
2013-09-02,,,0.0303868562731382,0.10504459829446743,0.46703289491752825,0.06266482993374631
2013-09-09,,,0.0969848785744052,0.10473357474899775,0.47800512884610313,0.06869990086304557
2013-09-16,,,0.1722379703335181,0.10442255120352807,0.488977362774678,0.07374728160838442
2013-09-23,,,0.1236498215573587,0.1041115276580584,0.49994959670325284,0.07535544145498271
2013-09-30,0.1295788686768003,0.5303807776981931,0.099381774558695,0.10380050411258873,0.5109218306318277,0.07527719781014697
2013-10-07,,,0.0540783047675191,0.10228541000181675,0.5086380045111283,0.07435724044412625
2013-10-14,,,0.0919929358370541,0.10077031589104476,0.5063541783904288,0.07414540828553345
2013-10-21,,,0.0339962646370085,0.0992552217802728,0.5040703522697294,0.07331035386562272
2013-10-28,0.0884624968851233,0.5013079904951311,0.0509855146882474,0.09774012766950081,0.5017865261490299,0.07384811792266814
2013-11-04,,,0.0351999485590531,0.09665837843269807,0.4998286938933719,0.07518422691831858
2013-11-11,,,0.0510310363079828,0.09557662919589534,0.4978708616377139,0.0779165568921573
2013-11-18,,,0.0976838362484429,0.0944948799590926,0.4959130293820559,0.08158770905785483
2013-11-25,0.0498380264141539,0.4861428639086219,0.1030942633904981,0.09341313072228988,0.49395519712639785,0.08469679654780266
2013-12-02,,,0.069307908724886,0.09436671232840048,0.4973193773057694,0.08716345830930558
2013-12-09,,,0.0613526462884136,0.09532029393451108,0.5006835574851409,0.09025362245549191
2013-12-16,,,0.0899071862880868,0.0962738755406217,0.5040477376645125,0.09435298698919117
2013-12-23,,,0.1061508590686564,0.09722745714673231,0.5074119178438841,0.09860759554525222
2013-12-30,0.0548218290555694,0.473605254328467,0.0690195042476419,0.09818103875284291,0.5107760980232556,0.10259879900292065
2014-01-27,0.0959382008472464,0.5506041034868101,,0.10115986707315888,0.5394622514018863,0.1077625662204956
2014-02-24,0.1009220034886618,0.6024617054866381,,0.10438259195986849,0.5605582171000554,0.11292632962719232
2014-03-31,0.1133815100922003,0.5536104137063332,,0.10776695598805369,0.5531081799527393,0.11809009303388904
2014-04-28,0.1208572140543234,0.5137363392870619,,0.11088907221858436,0.5453160050333378,0.12325385644058576
2014-05-26,0.0834786942437079,0.5649845353627735,,0.1135455907908433,0.5590369132237737,0.12841761984728248
2014-06-09,,,0.4728865473688549,0.11760649112798177,0.5687061100879965,0.1335813832539792
2014-06-30,0.0884624968851233,0.5905830968289326,,0.12166739146512023,0.5783753069522194,0.12689687384047688
2014-07-28,0.1108896087714926,0.5846718280798406,,0.1272792449702982,0.5797281650586094,0.12021236442697461
2014-08-18,,,0.1126309462863259,0.13365663495758454,0.5777132410517475,0.11352785501347233
2014-08-25,,0.5746647477823594,0.1206916953786143,0.14003402494487088,0.5756983170448857,0.10687466495616602
2014-09-01,0.1457762272614004,,0.0648748778902759,0.14641141493215726,0.5743874936331077,0.09973899492707028
2014-09-08,,,0.0583535330643665,0.15281847362770848,0.5730766702213296,0.09382075278877855
2014-09-15,,,0.0,0.1592255323232597,0.5717658468095516,0.08914099841876172
2014-09-22,,,0.1919085257943326,0.16563259101881095,0.5704550233977735,0.08757397848497303
2014-09-29,0.3321704460503364,0.5775692535735891,0.0778104126042228,0.17203964971436217,0.5691441999859955,0.08236367718728879
2014-10-06,,,0.0291605921759902,0.17096722777853762,0.5620939593336752,0.07731237235269538
2014-10-13,,,0.0480636844868052,0.16989480584271305,0.555043718681355,0.07394249028630567
2014-10-20,,,0.0,0.16882238390688847,0.5479934780290348,0.0714762760204733
2014-10-27,0.165711437827062,0.5241114824352506,0.0706362162866264,0.16774996197106393,0.5409432373767146,0.07150595780347234
2014-11-03,,,0.0084904451351415,0.16677275658446367,0.5453593290741225,0.07156601028478222
2014-11-10,,,0.0557005303318917,0.16579555119786343,0.5497754207715305,0.07382861251546216
2014-11-17,,,0.0673368562022891,0.1648183458112632,0.5541915124689385,0.07672423329738703
2014-11-24,,0.5742330142227847,0.1046992305584098,0.16384114042466294,0.5586076041663466,0.07994765399706134
2014-12-01,0.0934462995265387,,0.0867852295449836,0.1628639350380627,0.5523791644152516,0.08230676886574742
2014-12-08,,,0.0758462141661614,0.16512912819168446,0.5461507246641567,0.08450949936557031
2014-12-15,,,0.1173710325353318,0.1673943213453062,0.5399222849130618,0.08701474505648839
2014-12-22,,,0.0814816663980297,0.16965951449892797,0.533693845161967,0.08845997276390191
2014-12-29,0.0946922501868926,0.5105975002006946,0.1124962607064169,0.17192470765254972,0.5274654054108722,0.09014887751012936
2015-01-26,0.1694492898081236,0.5745538262673359,,0.17779731851060815,0.5327279247342316,0.09105742899053529
2015-02-23,0.2192873162222776,0.5435261977602718,,0.18405985385801588,0.5094972958699269,0.09196598047094123
2015-03-30,0.2043359082980314,0.424216474885754,,0.18867696478691764,0.4630850855289461,0.09287453195134718
2015-04-27,0.215549464241216,0.4033299599270818,,0.19256266884481726,0.4431514217897295,0.09378308343175312
2015-05-25,,0.4330445188797974,,0.19537469254341835,0.4503454175225699,0.09469163491215907
2015-06-01,0.1844006977323697,,,0.19818671624201947,0.4693253413702678,0.09560018639256501
2015-06-15,,,0.1095180776215176,0.20164266516166535,0.4883052652179658,0.09650873787297096
2015-06-29,0.1956142536755544,0.5144698237217438,,0.2050986140813112,0.5072851890656638,0.09696301331265253
2015-07-13,,,0.1924500897298753,0.2089975639200745,0.5213707089094722,0.09741728875233409
2015-07-20,,,0.0,0.2128965137588378,0.5354562287532806,0.09455309258611824
2015-07-27,0.2329927734861699,0.5605247798575295,0.18048599060853,0.2167954635976011,0.549541748597089,0.09499061698132176
2015-08-03,,,0.0408248290463863,0.21993786024132653,0.5561452746097354,0.09244270932675827
2015-08-10,,,0.0,0.22308025688505193,0.5627488006223818,0.09169725796418082
2015-08-17,,,0.1510967908321722,0.22622265352877735,0.5693523266350281,0.09415380363591891
2015-08-24,,,0.2036075375305438,0.22936505017250278,0.5759558526476743,0.09462194441774531
2015-08-31,0.3463742835783703,0.6076021543905475,0.0,0.2325074468162282,0.5825593786603207,0.09128439292830862
2015-09-07,,,0.1126678763706875,0.23033128625793,0.5721029611031426,0.09113442154677347
2015-09-14,,,0.1609019283536609,0.2281551256996318,0.5616465435459644,0.09023251864606818
2015-09-21,,,0.0641500299099584,0.22597896514133364,0.5511901259887863,0.08686289484154992
2015-09-28,0.2367306254672314,0.5133729296491688,0.0960304821311438,0.22380280458303545,0.5407337084316081,0.08428638664121008
2015-10-05,,,0.0735498531686305,0.22102280398820634,0.5489163326117829,0.08129978374704444
2015-10-12,,,0.0104972776216295,0.21824280339337723,0.5570989567919576,0.07858380240993698
2015-10-19,,,0.0587760385943145,0.21546280279854813,0.5652815809721324,0.07824534964117746
2015-10-26,0.2354846748068776,0.5800591745206847,0.0891511658979108,0.21268280220371905,0.5734642051523071,0.07858675009394585
2015-11-02,,,0.0630956687108399,0.20883775872896448,0.5771541242712998,0.0785592493513613
2015-11-09,,,0.0678174165593673,0.20499271525420992,0.5808440433902922,0.07907172483543982
2015-11-16,,,0.1038880289661171,0.20114767177945536,0.5845339625092847,0.07997719202421397
2015-11-23,,,0.0822153755133222,0.19730262830470077,0.5882238816282772,0.08004771135657693
2015-11-30,0.140792424619985,0.60542949930995,0.1316596289018162,0.1934575848299462,0.5919138007472697,0.08004253754003458
2015-12-07,,,0.0689546663514196,0.19207245571739992,0.5863963916822792,0.07823493497993067
2015-12-14,,,0.0829188648434581,0.1906873266048536,0.5808789826172887,0.0767513921931054
2015-12-21,,,0.0769886201335625,0.1893021974923073,0.5753615735522981,0.07505248605110361
