date,stress_sum,stress_mean,article_count,stress_articles,financial_terms,stress_terms,negative_terms,sources,fsi_raw,fsi_proportion,news_fsi
2003-09-01,9.560477932315067,0.28971145249439595,33,6,10,11,12,folha,0.28971145249439595,0.18181818181818182,0.11827420520863982
2003-09-08,2.8284271247461903,0.1663780661615406,17,2,8,2,2,folha,0.1663780661615406,0.11764705882352941,0.06792356108113246
2003-09-15,1.4142135623730951,0.03288868749704872,43,1,12,13,5,folha,0.03288868749704872,0.023255813953488372,0.013426750446270367
2003-09-22,24.373564226847666,0.46872238897783974,52,16,53,5,21,folha,0.46872238897783974,0.3076923076923077,0.19135511400234093
2003-09-29,12.181525376317769,0.2648157690503863,46,6,42,11,8,folha,0.2648157690503863,0.13043478260869565,0.10811058500269338
2003-10-06,18.120955864630133,0.5491198746857616,33,12,31,9,11,folha,0.5491198746857616,0.36363636363636365,0.2241772501001929
2003-10-13,29.69745390774438,0.4568839062729904,65,17,66,15,17,folha,0.4568839062729904,0.26153846153846155,0.18652207367640017
2003-10-20,24.490604852080484,0.25779584054821564,95,16,70,12,22,folha,0.25779584054821564,0.16842105263157894,0.10524471119250366
2003-10-27,14.624973034561048,0.19763477073731145,74,9,63,12,12,folha,0.19763477073731145,0.12162162162162163,0.0806840572897249
2003-11-03,33.251504495961434,0.39119417054072275,85,16,74,31,14,folha,0.39119417054072275,0.18823529411764706,0.15970435136267896
2003-11-10,26.18420655797179,0.3273025819746474,80,15,75,21,17,folha,0.3273025819746474,0.1875,0.1336207195555582
2003-11-17,23.773165916866184,0.3169755455582158,75,16,92,8,16,folha,0.3169755455582158,0.21333333333333335,0.12940472459299193
2003-11-24,30.055726981651883,0.34948519746106843,86,19,81,13,18,folha,0.34948519746106843,0.22093023255813954,0.1426767344059068
2003-12-01,16.796545909814856,0.19530867336994018,86,12,71,11,21,folha,0.19530867336994018,0.13953488372093023,0.07973443201604309
2003-12-08,20.787262338175452,0.23621889020653922,88,13,84,5,23,folha,0.23621889020653922,0.14772727272727273,0.0964359581020906
2003-12-15,28.185450966876115,0.25165581220425104,112,19,102,22,26,folha,0.25165581220425104,0.16964285714285715,0.10273805511768046
2003-12-22,5.732050807568877,0.08555299712789369,67,5,45,2,14,folha,0.08555299712789369,0.07462686567164178,0.03492686482152239
2003-12-29,7.700169592637544,0.2264755762540454,34,5,27,5,9,folha,0.2264755762540454,0.14705882352941177,0.09245826683753229
2004-01-05,0.0,0.0,1,0,1,0,0,folha,0.0,0.0,0.0
2004-01-12,0.0,0.0,4,0,5,0,0,folha,0.0,0.0,0.0
2004-01-19,5.656854249492381,0.628539361054709,9,4,12,1,3,folha,0.628539361054709,0.4444444444444444,0.2566001196398337
2004-01-26,0.0,0.0,1,0,1,0,0,folha,0.0,0.0,0.0
2004-02-02,0.0,0.0,4,0,5,0,2,folha,0.0,0.0,0.0
